Input arguments:
id               resnet50_upernet
arch_encoder     resnet50
arch_decoder     upernet
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 32
segm_downsampling_rate 4
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_upernet-resnet50-upernet-ngpus2-batchSize4-imgMaxSize1000-paddingConst32-segmDownsampleRate4-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.92, Data: 0.08, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 38.21, IOU: 0.000000 Loss: 1.066053
Epoch: [1][320/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019425, lr_decoder: 0.019425, Accuracy: 69.39, IOU: 0.001269 Loss: 0.474925
Epoch: [1][340/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019389, lr_decoder: 0.019389, Accuracy: 69.92, IOU: 0.001302 Loss: 0.464579
Epoch: [1][360/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019353, lr_decoder: 0.019353, Accuracy: 70.46, IOU: 0.001354 Loss: 0.447654
Epoch: [1][380/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019316, lr_decoder: 0.019316, Accuracy: 70.94, IOU: 0.001380 Loss: 0.439617
Epoch: [1][400/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019280, lr_decoder: 0.019280, Accuracy: 71.36, IOU: 0.001426 Loss: 0.429694
Epoch: [1][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.019244, lr_decoder: 0.019244, Accuracy: 72.10, IOU: 0.001501 Loss: 0.417679
Epoch: [1][440/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019208, lr_decoder: 0.019208, Accuracy: 72.55, IOU: 0.001547 Loss: 0.410966
Epoch: [1][460/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019172, lr_decoder: 0.019172, Accuracy: 72.82, IOU: 0.001555 Loss: 0.402828
Epoch: [1][480/500], Time: 1.08, Data: 0.04, lr_encoder: 0.019136, lr_decoder: 0.019136, Accuracy: 73.19, IOU: 0.001586 Loss: 0.395150
Saving checkpoints...
Epoch: [2][0/500], Time: 1.26, Data: 0.00, lr_encoder: 0.019100, lr_decoder: 0.019100, Accuracy: 86.15, IOU: 0.000000 Loss: 0.320324
Epoch: [2][20/500], Time: 1.12, Data: 0.04, lr_encoder: 0.019063, lr_decoder: 0.019063, Accuracy: 85.50, IOU: 0.002049 Loss: 0.248323
Epoch: [2][40/500], Time: 1.12, Data: 0.04, lr_encoder: 0.019027, lr_decoder: 0.019027, Accuracy: 84.36, IOU: 0.002129 Loss: 0.231496
Epoch: [2][60/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018991, lr_decoder: 0.018991, Accuracy: 84.20, IOU: 0.002262 Loss: 0.198686
Epoch: [2][80/500], Time: 1.12, Data: 0.04, lr_encoder: 0.018955, lr_decoder: 0.018955, Accuracy: 85.02, IOU: 0.002228 Loss: 0.230865
Epoch: [2][100/500], Time: 1.12, Data: 0.04, lr_encoder: 0.018918, lr_decoder: 0.018918, Accuracy: 83.44, IOU: 0.002249 Loss: 0.219855
Epoch: [2][120/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018882, lr_decoder: 0.018882, Accuracy: 83.09, IOU: 0.002221 Loss: 0.212459
Epoch: [2][140/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018846, lr_decoder: 0.018846, Accuracy: 83.23, IOU: 0.002280 Loss: 0.209988
Epoch: [2][160/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018810, lr_decoder: 0.018810, Accuracy: 83.54, IOU: 0.002335 Loss: 0.211481
Epoch: [2][180/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018774, lr_decoder: 0.018774, Accuracy: 83.29, IOU: 0.002299 Loss: 0.208000
Epoch: [2][200/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018737, lr_decoder: 0.018737, Accuracy: 83.66, IOU: 0.002390 Loss: 0.201800
Epoch: [2][220/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018701, lr_decoder: 0.018701, Accuracy: 84.10, IOU: 0.002561 Loss: 0.192415
Epoch: [2][240/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018665, lr_decoder: 0.018665, Accuracy: 84.45, IOU: 0.002569 Loss: 0.199526
Epoch: [2][260/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018628, lr_decoder: 0.018628, Accuracy: 84.11, IOU: 0.002512 Loss: 0.197399
Epoch: [2][280/500], Time: 1.08, Data: 0.04, lr_encoder: 0.018592, lr_decoder: 0.018592, Accuracy: 84.10, IOU: 0.002499 Loss: 0.198963
Epoch: [2][300/500], Time: 1.08, Data: 0.04, lr_encoder: 0.018556, lr_decoder: 0.018556, Accuracy: 84.13, IOU: 0.002555 Loss: 0.199332
Epoch: [2][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018520, lr_decoder: 0.018520, Accuracy: 84.39, IOU: 0.002555 Loss: 0.197111
Epoch: [2][340/500], Time: 1.08, Data: 0.04, lr_encoder: 0.018483, lr_decoder: 0.018483, Accuracy: 84.56, IOU: 0.002556 Loss: 0.193811
Epoch: [2][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018447, lr_decoder: 0.018447, Accuracy: 84.85, IOU: 0.002720 Loss: 0.187166
Epoch: [2][380/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018411, lr_decoder: 0.018411, Accuracy: 85.01, IOU: 0.002743 Loss: 0.187847
Epoch: [2][400/500], Time: 1.06, Data: 0.04, lr_encoder: 0.018374, lr_decoder: 0.018374, Accuracy: 84.97, IOU: 0.002713 Loss: 0.191477
Epoch: [2][420/500], Time: 1.06, Data: 0.04, lr_encoder: 0.018338, lr_decoder: 0.018338, Accuracy: 84.71, IOU: 0.002657 Loss: 0.194303
Epoch: [2][440/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018302, lr_decoder: 0.018302, Accuracy: 84.52, IOU: 0.002666 Loss: 0.192272
Epoch: [2][460/500], Time: 1.06, Data: 0.04, lr_encoder: 0.018265, lr_decoder: 0.018265, Accuracy: 84.60, IOU: 0.002656 Loss: 0.190708
Epoch: [2][480/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018229, lr_decoder: 0.018229, Accuracy: 84.71, IOU: 0.002845 Loss: 0.190031
Saving checkpoints...
Epoch: [3][0/500], Time: 1.06, Data: 0.00, lr_encoder: 0.018192, lr_decoder: 0.018192, Accuracy: 80.08, IOU: 0.000000 Loss: 0.629935
Epoch: [3][20/500], Time: 0.96, Data: 0.04, lr_encoder: 0.018156, lr_decoder: 0.018156, Accuracy: 83.09, IOU: 0.003163 Loss: 0.166368
Epoch: [3][40/500], Time: 1.03, Data: 0.04, lr_encoder: 0.018120, lr_decoder: 0.018120, Accuracy: 85.59, IOU: 0.003069 Loss: 0.169385
Epoch: [3][60/500], Time: 1.04, Data: 0.04, lr_encoder: 0.018083, lr_decoder: 0.018083, Accuracy: 86.29, IOU: 0.003246 Loss: 0.166568
Epoch: [3][80/500], Time: 1.03, Data: 0.04, lr_encoder: 0.018047, lr_decoder: 0.018047, Accuracy: 87.01, IOU: 0.003353 Loss: 0.160429
Epoch: [3][100/500], Time: 1.05, Data: 0.04, lr_encoder: 0.018010, lr_decoder: 0.018010, Accuracy: 87.20, IOU: 0.003284 Loss: 0.160292
Epoch: [3][120/500], Time: 1.05, Data: 0.04, lr_encoder: 0.017974, lr_decoder: 0.017974, Accuracy: 87.56, IOU: 0.003485 Loss: 0.154252
Epoch: [3][140/500], Time: 1.05, Data: 0.04, lr_encoder: 0.017938, lr_decoder: 0.017938, Accuracy: 87.69, IOU: 0.003763 Loss: 0.143356
Epoch: [3][160/500], Time: 1.06, Data: 0.04, lr_encoder: 0.017901, lr_decoder: 0.017901, Accuracy: 88.06, IOU: 0.003757 Loss: 0.135662
Epoch: [3][180/500], Time: 1.06, Data: 0.04, lr_encoder: 0.017865, lr_decoder: 0.017865, Accuracy: 87.97, IOU: 0.003739 Loss: 0.140567
Epoch: [3][200/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017828, lr_decoder: 0.017828, Accuracy: 87.52, IOU: 0.003658 Loss: 0.148723
Epoch: [3][220/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017792, lr_decoder: 0.017792, Accuracy: 87.45, IOU: 0.003591 Loss: 0.150145
Epoch: [3][240/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017755, lr_decoder: 0.017755, Accuracy: 87.79, IOU: 0.003727 Loss: 0.150427
Epoch: [3][260/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017719, lr_decoder: 0.017719, Accuracy: 87.76, IOU: 0.003680 Loss: 0.149661
Epoch: [3][280/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017682, lr_decoder: 0.017682, Accuracy: 87.61, IOU: 0.003650 Loss: 0.147926
Epoch: [3][300/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017646, lr_decoder: 0.017646, Accuracy: 87.70, IOU: 0.003654 Loss: 0.157094
Epoch: [3][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017609, lr_decoder: 0.017609, Accuracy: 87.57, IOU: 0.003615 Loss: 0.157005
Epoch: [3][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017573, lr_decoder: 0.017573, Accuracy: 87.66, IOU: 0.003614 Loss: 0.155983
Epoch: [3][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017536, lr_decoder: 0.017536, Accuracy: 87.63, IOU: 0.003605 Loss: 0.155357
Epoch: [3][380/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017500, lr_decoder: 0.017500, Accuracy: 87.69, IOU: 0.003586 Loss: 0.154515
Epoch: [3][400/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017463, lr_decoder: 0.017463, Accuracy: 87.91, IOU: 0.003624 Loss: 0.151407
Epoch: [3][420/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017427, lr_decoder: 0.017427, Accuracy: 88.02, IOU: 0.003644 Loss: 0.148787
Epoch: [3][440/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017390, lr_decoder: 0.017390, Accuracy: 88.11, IOU: 0.003711 Loss: 0.146852
Epoch: [3][460/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017354, lr_decoder: 0.017354, Accuracy: 88.25, IOU: 0.003786 Loss: 0.144377
Epoch: [3][480/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017317, lr_decoder: 0.017317, Accuracy: 88.44, IOU: 0.003912 Loss: 0.140980
Saving checkpoints...
Epoch: [4][0/500], Time: 1.07, Data: 0.00, lr_encoder: 0.017280, lr_decoder: 0.017280, Accuracy: 84.13, IOU: 0.001803 Loss: 0.211214
Epoch: [4][20/500], Time: 1.05, Data: 0.04, lr_encoder: 0.017244, lr_decoder: 0.017244, Accuracy: 89.04, IOU: 0.005266 Loss: 0.058246
Epoch: [4][40/500], Time: 1.05, Data: 0.04, lr_encoder: 0.017207, lr_decoder: 0.017207, Accuracy: 89.60, IOU: 0.004906 Loss: 0.087926
Epoch: [4][60/500], Time: 1.06, Data: 0.04, lr_encoder: 0.017171, lr_decoder: 0.017171, Accuracy: 90.25, IOU: 0.004562 Loss: 0.103520
Epoch: [4][80/500], Time: 1.05, Data: 0.04, lr_encoder: 0.017134, lr_decoder: 0.017134, Accuracy: 90.67, IOU: 0.004797 Loss: 0.106992
Epoch: [4][100/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017097, lr_decoder: 0.017097, Accuracy: 90.60, IOU: 0.004403 Loss: 0.121471
Epoch: [4][120/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017061, lr_decoder: 0.017061, Accuracy: 90.38, IOU: 0.004172 Loss: 0.125414
Epoch: [4][140/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017024, lr_decoder: 0.017024, Accuracy: 89.99, IOU: 0.004185 Loss: 0.124802
Epoch: [4][160/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016987, lr_decoder: 0.016987, Accuracy: 90.04, IOU: 0.004231 Loss: 0.120880
Epoch: [4][180/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016951, lr_decoder: 0.016951, Accuracy: 90.07, IOU: 0.004251 Loss: 0.116182
Epoch: [4][200/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016914, lr_decoder: 0.016914, Accuracy: 90.29, IOU: 0.004347 Loss: 0.114029
Epoch: [4][220/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016877, lr_decoder: 0.016877, Accuracy: 90.38, IOU: 0.004328 Loss: 0.116231
Epoch: [4][240/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016841, lr_decoder: 0.016841, Accuracy: 90.35, IOU: 0.004430 Loss: 0.114800
Epoch: [4][260/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016804, lr_decoder: 0.016804, Accuracy: 90.25, IOU: 0.004349 Loss: 0.114292
Epoch: [4][280/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016767, lr_decoder: 0.016767, Accuracy: 90.23, IOU: 0.004559 Loss: 0.115900
Epoch: [4][300/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016731, lr_decoder: 0.016731, Accuracy: 89.89, IOU: 0.004457 Loss: 0.115875
Epoch: [4][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016694, lr_decoder: 0.016694, Accuracy: 89.97, IOU: 0.004624 Loss: 0.117378
Epoch: [4][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016657, lr_decoder: 0.016657, Accuracy: 90.05, IOU: 0.004543 Loss: 0.117036
Epoch: [4][360/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016620, lr_decoder: 0.016620, Accuracy: 90.11, IOU: 0.004611 Loss: 0.117528
Epoch: [4][380/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016584, lr_decoder: 0.016584, Accuracy: 90.12, IOU: 0.004608 Loss: 0.119011
Epoch: [4][400/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016547, lr_decoder: 0.016547, Accuracy: 90.02, IOU: 0.004544 Loss: 0.118911
Epoch: [4][420/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016510, lr_decoder: 0.016510, Accuracy: 89.98, IOU: 0.004530 Loss: 0.118024
Epoch: [4][440/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016473, lr_decoder: 0.016473, Accuracy: 90.01, IOU: 0.004564 Loss: 0.116998
Epoch: [4][460/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016436, lr_decoder: 0.016436, Accuracy: 90.25, IOU: 0.004681 Loss: 0.115198
Epoch: [4][480/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016400, lr_decoder: 0.016400, Accuracy: 90.32, IOU: 0.004707 Loss: 0.116779
Saving checkpoints...
Epoch: [5][0/500], Time: 0.49, Data: 0.00, lr_encoder: 0.016363, lr_decoder: 0.016363, Accuracy: 91.50, IOU: 0.000000 Loss: 0.214415
Epoch: [5][20/500], Time: 0.97, Data: 0.04, lr_encoder: 0.016326, lr_decoder: 0.016326, Accuracy: 87.15, IOU: 0.002821 Loss: 0.154594
Epoch: [5][40/500], Time: 1.01, Data: 0.04, lr_encoder: 0.016289, lr_decoder: 0.016289, Accuracy: 88.63, IOU: 0.003477 Loss: 0.119193
Epoch: [5][60/500], Time: 1.01, Data: 0.04, lr_encoder: 0.016252, lr_decoder: 0.016252, Accuracy: 89.97, IOU: 0.004008 Loss: 0.114012
Epoch: [5][80/500], Time: 1.05, Data: 0.04, lr_encoder: 0.016216, lr_decoder: 0.016216, Accuracy: 89.87, IOU: 0.003984 Loss: 0.108867
Epoch: [5][100/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016179, lr_decoder: 0.016179, Accuracy: 90.23, IOU: 0.004036 Loss: 0.104713
Epoch: [5][120/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016142, lr_decoder: 0.016142, Accuracy: 90.75, IOU: 0.004241 Loss: 0.109752
Epoch: [5][140/500], Time: 1.06, Data: 0.04, lr_encoder: 0.016105, lr_decoder: 0.016105, Accuracy: 90.85, IOU: 0.004261 Loss: 0.108211
Epoch: [5][160/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016068, lr_decoder: 0.016068, Accuracy: 91.09, IOU: 0.004355 Loss: 0.102216
Epoch: [5][180/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016031, lr_decoder: 0.016031, Accuracy: 91.38, IOU: 0.004537 Loss: 0.099266
Epoch: [5][200/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015994, lr_decoder: 0.015994, Accuracy: 91.72, IOU: 0.004563 Loss: 0.095553
Epoch: [5][220/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015957, lr_decoder: 0.015957, Accuracy: 91.94, IOU: 0.004728 Loss: 0.091624
Epoch: [5][240/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015920, lr_decoder: 0.015920, Accuracy: 92.18, IOU: 0.005222 Loss: 0.088243
Epoch: [5][260/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015884, lr_decoder: 0.015884, Accuracy: 92.34, IOU: 0.005653 Loss: 0.089431
Epoch: [5][280/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015847, lr_decoder: 0.015847, Accuracy: 92.40, IOU: 0.005869 Loss: 0.086825
Epoch: [5][300/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015810, lr_decoder: 0.015810, Accuracy: 92.56, IOU: 0.006030 Loss: 0.084353
Epoch: [5][320/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015773, lr_decoder: 0.015773, Accuracy: 92.81, IOU: 0.006347 Loss: 0.084785
Epoch: [5][340/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015736, lr_decoder: 0.015736, Accuracy: 92.87, IOU: 0.006509 Loss: 0.087718
Epoch: [5][360/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015699, lr_decoder: 0.015699, Accuracy: 92.63, IOU: 0.006332 Loss: 0.089352
Epoch: [5][380/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015662, lr_decoder: 0.015662, Accuracy: 92.32, IOU: 0.006210 Loss: 0.090401
Epoch: [5][400/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015625, lr_decoder: 0.015625, Accuracy: 92.30, IOU: 0.006178 Loss: 0.090676
Epoch: [5][420/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015588, lr_decoder: 0.015588, Accuracy: 92.37, IOU: 0.006207 Loss: 0.090474
Epoch: [5][440/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015551, lr_decoder: 0.015551, Accuracy: 92.32, IOU: 0.006117 Loss: 0.091928
Epoch: [5][460/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015514, lr_decoder: 0.015514, Accuracy: 92.24, IOU: 0.006044 Loss: 0.091956
Epoch: [5][480/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015477, lr_decoder: 0.015477, Accuracy: 92.22, IOU: 0.006064 Loss: 0.091439
Saving checkpoints...
Epoch: [6][0/500], Time: 0.66, Data: 0.00, lr_encoder: 0.015440, lr_decoder: 0.015440, Accuracy: 91.61, IOU: 0.002510 Loss: 0.031723
Epoch: [6][20/500], Time: 1.02, Data: 0.04, lr_encoder: 0.015403, lr_decoder: 0.015403, Accuracy: 96.13, IOU: 0.014797 Loss: 0.083604
Epoch: [6][40/500], Time: 1.03, Data: 0.04, lr_encoder: 0.015366, lr_decoder: 0.015366, Accuracy: 93.80, IOU: 0.009278 Loss: 0.091207
Epoch: [6][60/500], Time: 1.03, Data: 0.04, lr_encoder: 0.015328, lr_decoder: 0.015328, Accuracy: 94.51, IOU: 0.011031 Loss: 0.072202
Epoch: [6][80/500], Time: 1.03, Data: 0.04, lr_encoder: 0.015291, lr_decoder: 0.015291, Accuracy: 94.52, IOU: 0.010147 Loss: 0.071508
Epoch: [6][100/500], Time: 1.04, Data: 0.04, lr_encoder: 0.015254, lr_decoder: 0.015254, Accuracy: 94.63, IOU: 0.009296 Loss: 0.069762
Epoch: [6][120/500], Time: 1.04, Data: 0.04, lr_encoder: 0.015217, lr_decoder: 0.015217, Accuracy: 94.61, IOU: 0.008664 Loss: 0.071164
Epoch: [6][140/500], Time: 1.04, Data: 0.04, lr_encoder: 0.015180, lr_decoder: 0.015180, Accuracy: 94.08, IOU: 0.008034 Loss: 0.073694
Epoch: [6][160/500], Time: 1.05, Data: 0.04, lr_encoder: 0.015143, lr_decoder: 0.015143, Accuracy: 94.14, IOU: 0.007890 Loss: 0.071376
Epoch: [6][180/500], Time: 1.04, Data: 0.04, lr_encoder: 0.015106, lr_decoder: 0.015106, Accuracy: 94.17, IOU: 0.008108 Loss: 0.068039
Epoch: [6][200/500], Time: 1.04, Data: 0.04, lr_encoder: 0.015069, lr_decoder: 0.015069, Accuracy: 94.25, IOU: 0.008088 Loss: 0.065494
Epoch: [6][220/500], Time: 1.04, Data: 0.04, lr_encoder: 0.015031, lr_decoder: 0.015031, Accuracy: 94.46, IOU: 0.008421 Loss: 0.063394
Epoch: [6][240/500], Time: 1.04, Data: 0.04, lr_encoder: 0.014994, lr_decoder: 0.014994, Accuracy: 94.51, IOU: 0.008388 Loss: 0.061246
Epoch: [6][260/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014957, lr_decoder: 0.014957, Accuracy: 94.65, IOU: 0.008898 Loss: 0.061571
Epoch: [6][280/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014920, lr_decoder: 0.014920, Accuracy: 94.86, IOU: 0.009576 Loss: 0.064898
Epoch: [6][300/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014883, lr_decoder: 0.014883, Accuracy: 94.86, IOU: 0.009552 Loss: 0.064294
Epoch: [6][320/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014846, lr_decoder: 0.014846, Accuracy: 94.87, IOU: 0.009536 Loss: 0.065567
Epoch: [6][340/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014808, lr_decoder: 0.014808, Accuracy: 94.90, IOU: 0.009469 Loss: 0.064451
Epoch: [6][360/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014771, lr_decoder: 0.014771, Accuracy: 94.95, IOU: 0.009487 Loss: 0.062831
Epoch: [6][380/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014734, lr_decoder: 0.014734, Accuracy: 95.04, IOU: 0.009959 Loss: 0.061084
Epoch: [6][400/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014697, lr_decoder: 0.014697, Accuracy: 95.09, IOU: 0.010008 Loss: 0.060270
Epoch: [6][420/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014659, lr_decoder: 0.014659, Accuracy: 95.09, IOU: 0.010023 Loss: 0.058853
Epoch: [6][440/500], Time: 1.06, Data: 0.04, lr_encoder: 0.014622, lr_decoder: 0.014622, Accuracy: 95.20, IOU: 0.010020 Loss: 0.057483
Epoch: [6][460/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014585, lr_decoder: 0.014585, Accuracy: 95.27, IOU: 0.010464 Loss: 0.060063
Epoch: [6][480/500], Time: 1.05, Data: 0.04, lr_encoder: 0.014548, lr_decoder: 0.014548, Accuracy: 94.99, IOU: 0.010213 Loss: 0.060154
Saving checkpoints...
Epoch: [7][0/500], Time: 1.02, Data: 0.00, lr_encoder: 0.014510, lr_decoder: 0.014510, Accuracy: 94.53, IOU: 0.000000 Loss: 0.127811
