Input arguments:
id               resnet50_upernet_train
arch_encoder     resnet50
arch_decoder     upernet
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list_40x_upsampling.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 32
segm_downsampling_rate 4
random_flip      True
seed             304
ckpt             /data2/yeom/ky_aneur/results/ckpt/loss_weights/
disp_iter        20
Model ID: resnet50_upernet_train-resnet50-upernet-ngpus2-batchSize4-imgMaxSize1000-paddingConst32-segmDownsampleRate4-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.75, Data: 0.17, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 38.21, IOU: 0.000000 Loss: 1.066053
Epoch: [1][460/500], Time: 1.10, Data: 0.04, lr_encoder: 0.019172, lr_decoder: 0.019172, Accuracy: 89.91, IOU: 0.006239 Loss: 0.265926
Epoch: [1][480/500], Time: 1.10, Data: 0.04, lr_encoder: 0.019136, lr_decoder: 0.019136, Accuracy: 90.20, IOU: 0.006884 Loss: 0.258225
Saving checkpoints...
Epoch: [2][0/500], Time: 1.32, Data: 0.00, lr_encoder: 0.019100, lr_decoder: 0.019100, Accuracy: 98.51, IOU: 0.000000 Loss: 0.045118
Epoch: [2][20/500], Time: 1.17, Data: 0.04, lr_encoder: 0.019063, lr_decoder: 0.019063, Accuracy: 97.81, IOU: 0.024250 Loss: 0.070865
Epoch: [2][40/500], Time: 1.13, Data: 0.04, lr_encoder: 0.019027, lr_decoder: 0.019027, Accuracy: 97.94, IOU: 0.023722 Loss: 0.065077
Epoch: [2][60/500], Time: 1.12, Data: 0.04, lr_encoder: 0.018991, lr_decoder: 0.018991, Accuracy: 96.72, IOU: 0.019440 Loss: 0.198196
Epoch: [2][80/500], Time: 1.14, Data: 0.04, lr_encoder: 0.018955, lr_decoder: 0.018955, Accuracy: 94.21, IOU: 0.015262 Loss: 0.245580
Epoch: [2][100/500], Time: 1.14, Data: 0.04, lr_encoder: 0.018918, lr_decoder: 0.018918, Accuracy: 90.97, IOU: 0.012760 Loss: 0.272333
Epoch: [2][120/500], Time: 1.14, Data: 0.04, lr_encoder: 0.018882, lr_decoder: 0.018882, Accuracy: 90.65, IOU: 0.011245 Loss: 0.261826
Epoch: [2][140/500], Time: 1.13, Data: 0.04, lr_encoder: 0.018846, lr_decoder: 0.018846, Accuracy: 90.62, IOU: 0.010504 Loss: 0.262477
Epoch: [2][160/500], Time: 1.13, Data: 0.04, lr_encoder: 0.018810, lr_decoder: 0.018810, Accuracy: 90.55, IOU: 0.009680 Loss: 0.252718
Epoch: [2][180/500], Time: 1.12, Data: 0.04, lr_encoder: 0.018774, lr_decoder: 0.018774, Accuracy: 90.86, IOU: 0.009886 Loss: 0.242670
Epoch: [2][200/500], Time: 1.12, Data: 0.04, lr_encoder: 0.018737, lr_decoder: 0.018737, Accuracy: 91.19, IOU: 0.010253 Loss: 0.231646
Epoch: [2][220/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018701, lr_decoder: 0.018701, Accuracy: 91.66, IOU: 0.011403 Loss: 0.218824
Epoch: [2][240/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018665, lr_decoder: 0.018665, Accuracy: 91.97, IOU: 0.011369 Loss: 0.210967
Epoch: [2][260/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018628, lr_decoder: 0.018628, Accuracy: 91.99, IOU: 0.011101 Loss: 0.211037
Epoch: [2][280/500], Time: 1.11, Data: 0.04, lr_encoder: 0.018592, lr_decoder: 0.018592, Accuracy: 92.09, IOU: 0.010585 Loss: 0.205414
Epoch: [2][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018556, lr_decoder: 0.018556, Accuracy: 92.18, IOU: 0.010645 Loss: 0.202923
Epoch: [2][320/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018520, lr_decoder: 0.018520, Accuracy: 92.23, IOU: 0.010269 Loss: 0.201814
Epoch: [2][340/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018483, lr_decoder: 0.018483, Accuracy: 92.05, IOU: 0.009857 Loss: 0.203896
Epoch: [2][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018447, lr_decoder: 0.018447, Accuracy: 92.03, IOU: 0.009616 Loss: 0.203277
Epoch: [2][380/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018411, lr_decoder: 0.018411, Accuracy: 92.08, IOU: 0.009487 Loss: 0.199631
Epoch: [2][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018374, lr_decoder: 0.018374, Accuracy: 92.30, IOU: 0.009561 Loss: 0.193732
Epoch: [2][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018338, lr_decoder: 0.018338, Accuracy: 92.41, IOU: 0.009565 Loss: 0.191344
Epoch: [2][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018302, lr_decoder: 0.018302, Accuracy: 92.48, IOU: 0.009527 Loss: 0.188882
Epoch: [2][460/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018265, lr_decoder: 0.018265, Accuracy: 92.64, IOU: 0.009629 Loss: 0.184648
Epoch: [2][480/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018229, lr_decoder: 0.018229, Accuracy: 92.77, IOU: 0.010099 Loss: 0.180934
Saving checkpoints...
Epoch: [3][0/500], Time: 1.30, Data: 0.00, lr_encoder: 0.018192, lr_decoder: 0.018192, Accuracy: 96.79, IOU: 0.019421 Loss: 0.052638
Epoch: [3][20/500], Time: 1.10, Data: 0.04, lr_encoder: 0.018156, lr_decoder: 0.018156, Accuracy: 95.21, IOU: 0.015219 Loss: 0.118781
Epoch: [3][40/500], Time: 1.09, Data: 0.04, lr_encoder: 0.018120, lr_decoder: 0.018120, Accuracy: 95.95, IOU: 0.013159 Loss: 0.103983
Epoch: [3][60/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018083, lr_decoder: 0.018083, Accuracy: 96.04, IOU: 0.012999 Loss: 0.095342
Epoch: [3][80/500], Time: 1.07, Data: 0.04, lr_encoder: 0.018047, lr_decoder: 0.018047, Accuracy: 95.98, IOU: 0.013511 Loss: 0.097233
Epoch: [3][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.018010, lr_decoder: 0.018010, Accuracy: 96.05, IOU: 0.013618 Loss: 0.097776
Epoch: [3][120/500], Time: 1.09, Data: 0.04, lr_encoder: 0.017974, lr_decoder: 0.017974, Accuracy: 96.22, IOU: 0.016198 Loss: 0.094841
Epoch: [3][140/500], Time: 1.08, Data: 0.04, lr_encoder: 0.017938, lr_decoder: 0.017938, Accuracy: 96.15, IOU: 0.015538 Loss: 0.096497
Epoch: [3][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.017901, lr_decoder: 0.017901, Accuracy: 96.04, IOU: 0.014557 Loss: 0.098213
Epoch: [3][180/500], Time: 1.09, Data: 0.04, lr_encoder: 0.017865, lr_decoder: 0.017865, Accuracy: 96.08, IOU: 0.014246 Loss: 0.099861
Epoch: [3][200/500], Time: 1.09, Data: 0.04, lr_encoder: 0.017828, lr_decoder: 0.017828, Accuracy: 96.01, IOU: 0.014197 Loss: 0.097640
Epoch: [3][220/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017792, lr_decoder: 0.017792, Accuracy: 96.15, IOU: 0.014230 Loss: 0.095106
Epoch: [3][240/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017755, lr_decoder: 0.017755, Accuracy: 96.38, IOU: 0.016229 Loss: 0.090004
Epoch: [3][260/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017719, lr_decoder: 0.017719, Accuracy: 96.22, IOU: 0.015698 Loss: 0.098002
Epoch: [3][280/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017682, lr_decoder: 0.017682, Accuracy: 96.01, IOU: 0.015065 Loss: 0.101161
Epoch: [3][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017646, lr_decoder: 0.017646, Accuracy: 95.99, IOU: 0.014641 Loss: 0.100883
Epoch: [3][320/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017609, lr_decoder: 0.017609, Accuracy: 96.05, IOU: 0.014855 Loss: 0.098629
Epoch: [3][340/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017573, lr_decoder: 0.017573, Accuracy: 96.13, IOU: 0.014715 Loss: 0.097067
Epoch: [3][360/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017536, lr_decoder: 0.017536, Accuracy: 96.13, IOU: 0.014520 Loss: 0.097315
Epoch: [3][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017500, lr_decoder: 0.017500, Accuracy: 96.22, IOU: 0.015034 Loss: 0.095193
Epoch: [3][400/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017463, lr_decoder: 0.017463, Accuracy: 96.32, IOU: 0.015624 Loss: 0.092648
Epoch: [3][420/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017427, lr_decoder: 0.017427, Accuracy: 96.35, IOU: 0.015489 Loss: 0.092720
Epoch: [3][440/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017390, lr_decoder: 0.017390, Accuracy: 96.40, IOU: 0.015639 Loss: 0.090893
Epoch: [3][460/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017354, lr_decoder: 0.017354, Accuracy: 96.44, IOU: 0.015725 Loss: 0.089809
Epoch: [3][480/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017317, lr_decoder: 0.017317, Accuracy: 96.52, IOU: 0.016413 Loss: 0.088070
Saving checkpoints...
Epoch: [4][0/500], Time: 1.31, Data: 0.00, lr_encoder: 0.017280, lr_decoder: 0.017280, Accuracy: 99.10, IOU: 0.027265 Loss: 0.021180
Epoch: [4][20/500], Time: 1.05, Data: 0.04, lr_encoder: 0.017244, lr_decoder: 0.017244, Accuracy: 96.58, IOU: 0.022310 Loss: 0.102423
Epoch: [4][40/500], Time: 1.06, Data: 0.04, lr_encoder: 0.017207, lr_decoder: 0.017207, Accuracy: 97.33, IOU: 0.020502 Loss: 0.079568
Epoch: [4][60/500], Time: 1.09, Data: 0.04, lr_encoder: 0.017171, lr_decoder: 0.017171, Accuracy: 97.62, IOU: 0.021839 Loss: 0.070341
Epoch: [4][80/500], Time: 1.07, Data: 0.04, lr_encoder: 0.017134, lr_decoder: 0.017134, Accuracy: 97.68, IOU: 0.019865 Loss: 0.067443
Epoch: [4][100/500], Time: 1.09, Data: 0.04, lr_encoder: 0.017097, lr_decoder: 0.017097, Accuracy: 97.91, IOU: 0.022339 Loss: 0.060731
Epoch: [4][120/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017061, lr_decoder: 0.017061, Accuracy: 98.08, IOU: 0.025733 Loss: 0.056258
Epoch: [4][140/500], Time: 1.10, Data: 0.04, lr_encoder: 0.017024, lr_decoder: 0.017024, Accuracy: 98.11, IOU: 0.025961 Loss: 0.055000
Epoch: [4][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016987, lr_decoder: 0.016987, Accuracy: 98.10, IOU: 0.026236 Loss: 0.054662
Epoch: [4][180/500], Time: 1.08, Data: 0.04, lr_encoder: 0.016951, lr_decoder: 0.016951, Accuracy: 97.99, IOU: 0.024996 Loss: 0.058139
Epoch: [4][200/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016914, lr_decoder: 0.016914, Accuracy: 97.95, IOU: 0.024298 Loss: 0.057508
Epoch: [4][220/500], Time: 1.08, Data: 0.04, lr_encoder: 0.016877, lr_decoder: 0.016877, Accuracy: 97.92, IOU: 0.023765 Loss: 0.058922
Epoch: [4][240/500], Time: 1.08, Data: 0.04, lr_encoder: 0.016841, lr_decoder: 0.016841, Accuracy: 97.89, IOU: 0.023394 Loss: 0.059124
Epoch: [4][260/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016804, lr_decoder: 0.016804, Accuracy: 97.90, IOU: 0.023268 Loss: 0.057787
Epoch: [4][280/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016767, lr_decoder: 0.016767, Accuracy: 97.97, IOU: 0.024055 Loss: 0.055642
Epoch: [4][300/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016731, lr_decoder: 0.016731, Accuracy: 97.99, IOU: 0.024173 Loss: 0.055190
Epoch: [4][320/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016694, lr_decoder: 0.016694, Accuracy: 98.05, IOU: 0.025032 Loss: 0.053677
Epoch: [4][340/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016657, lr_decoder: 0.016657, Accuracy: 98.08, IOU: 0.025025 Loss: 0.052611
Epoch: [4][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016620, lr_decoder: 0.016620, Accuracy: 98.12, IOU: 0.026239 Loss: 0.051511
Epoch: [4][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.016584, lr_decoder: 0.016584, Accuracy: 98.15, IOU: 0.026384 Loss: 0.050878
Epoch: [4][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016547, lr_decoder: 0.016547, Accuracy: 98.16, IOU: 0.026318 Loss: 0.049968
Epoch: [4][420/500], Time: 1.10, Data: 0.04, lr_encoder: 0.016510, lr_decoder: 0.016510, Accuracy: 98.17, IOU: 0.026476 Loss: 0.049628
Epoch: [4][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016473, lr_decoder: 0.016473, Accuracy: 98.20, IOU: 0.026393 Loss: 0.048689
Epoch: [4][460/500], Time: 1.10, Data: 0.04, lr_encoder: 0.016436, lr_decoder: 0.016436, Accuracy: 98.24, IOU: 0.027072 Loss: 0.047824
Epoch: [4][480/500], Time: 1.10, Data: 0.04, lr_encoder: 0.016400, lr_decoder: 0.016400, Accuracy: 98.24, IOU: 0.026925 Loss: 0.047773
Saving checkpoints...
Epoch: [5][0/500], Time: 0.70, Data: 0.00, lr_encoder: 0.016363, lr_decoder: 0.016363, Accuracy: 98.28, IOU: 0.029243 Loss: 0.068177
Epoch: [5][20/500], Time: 0.99, Data: 0.04, lr_encoder: 0.016326, lr_decoder: 0.016326, Accuracy: 98.51, IOU: 0.024398 Loss: 0.032546
Epoch: [5][40/500], Time: 1.00, Data: 0.04, lr_encoder: 0.016289, lr_decoder: 0.016289, Accuracy: 98.69, IOU: 0.029569 Loss: 0.036813
Epoch: [5][60/500], Time: 1.03, Data: 0.04, lr_encoder: 0.016252, lr_decoder: 0.016252, Accuracy: 98.19, IOU: 0.023691 Loss: 0.053314
Epoch: [5][80/500], Time: 1.07, Data: 0.04, lr_encoder: 0.016216, lr_decoder: 0.016216, Accuracy: 98.18, IOU: 0.023740 Loss: 0.054920
Epoch: [5][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.016179, lr_decoder: 0.016179, Accuracy: 98.27, IOU: 0.024475 Loss: 0.051556
Epoch: [5][120/500], Time: 1.08, Data: 0.04, lr_encoder: 0.016142, lr_decoder: 0.016142, Accuracy: 98.20, IOU: 0.023641 Loss: 0.051463
Epoch: [5][140/500], Time: 1.08, Data: 0.04, lr_encoder: 0.016105, lr_decoder: 0.016105, Accuracy: 98.24, IOU: 0.024273 Loss: 0.053611
Epoch: [5][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016068, lr_decoder: 0.016068, Accuracy: 98.20, IOU: 0.023932 Loss: 0.054416
Epoch: [5][180/500], Time: 1.09, Data: 0.04, lr_encoder: 0.016031, lr_decoder: 0.016031, Accuracy: 98.22, IOU: 0.024200 Loss: 0.052945
Epoch: [5][200/500], Time: 1.09, Data: 0.04, lr_encoder: 0.015994, lr_decoder: 0.015994, Accuracy: 98.29, IOU: 0.024824 Loss: 0.050744
Epoch: [5][220/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015957, lr_decoder: 0.015957, Accuracy: 98.34, IOU: 0.025513 Loss: 0.048546
Epoch: [5][240/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015920, lr_decoder: 0.015920, Accuracy: 98.39, IOU: 0.026530 Loss: 0.046917
Epoch: [5][260/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015884, lr_decoder: 0.015884, Accuracy: 98.42, IOU: 0.027420 Loss: 0.045588
Epoch: [5][280/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015847, lr_decoder: 0.015847, Accuracy: 98.45, IOU: 0.028211 Loss: 0.044477
Epoch: [5][300/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015810, lr_decoder: 0.015810, Accuracy: 98.47, IOU: 0.027872 Loss: 0.043447
Epoch: [5][320/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015773, lr_decoder: 0.015773, Accuracy: 98.51, IOU: 0.028419 Loss: 0.042606
Epoch: [5][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015736, lr_decoder: 0.015736, Accuracy: 98.48, IOU: 0.027862 Loss: 0.043389
Epoch: [5][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015699, lr_decoder: 0.015699, Accuracy: 98.49, IOU: 0.027957 Loss: 0.042737
Epoch: [5][380/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015662, lr_decoder: 0.015662, Accuracy: 98.51, IOU: 0.028712 Loss: 0.042194
Epoch: [5][400/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015625, lr_decoder: 0.015625, Accuracy: 98.51, IOU: 0.028601 Loss: 0.041909
Epoch: [5][420/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015588, lr_decoder: 0.015588, Accuracy: 98.53, IOU: 0.028804 Loss: 0.041053
Epoch: [5][440/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015551, lr_decoder: 0.015551, Accuracy: 98.55, IOU: 0.028754 Loss: 0.040666
Epoch: [5][460/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015514, lr_decoder: 0.015514, Accuracy: 98.54, IOU: 0.029065 Loss: 0.040793
Epoch: [5][480/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015477, lr_decoder: 0.015477, Accuracy: 98.54, IOU: 0.029232 Loss: 0.040604
Saving checkpoints...
Epoch: [6][0/500], Time: 1.30, Data: 0.00, lr_encoder: 0.015440, lr_decoder: 0.015440, Accuracy: 98.58, IOU: 0.065704 Loss: 0.022292
Epoch: [6][20/500], Time: 1.09, Data: 0.04, lr_encoder: 0.015403, lr_decoder: 0.015403, Accuracy: 98.40, IOU: 0.025004 Loss: 0.043115
Epoch: [6][40/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015366, lr_decoder: 0.015366, Accuracy: 98.28, IOU: 0.020309 Loss: 0.043695
Epoch: [6][60/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015328, lr_decoder: 0.015328, Accuracy: 98.40, IOU: 0.023195 Loss: 0.040042
Epoch: [6][80/500], Time: 1.06, Data: 0.04, lr_encoder: 0.015291, lr_decoder: 0.015291, Accuracy: 98.41, IOU: 0.023099 Loss: 0.039705
Epoch: [6][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015254, lr_decoder: 0.015254, Accuracy: 98.50, IOU: 0.023409 Loss: 0.040104
Epoch: [6][120/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015217, lr_decoder: 0.015217, Accuracy: 98.52, IOU: 0.023593 Loss: 0.038795
Epoch: [6][140/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015180, lr_decoder: 0.015180, Accuracy: 98.54, IOU: 0.025784 Loss: 0.038078
Epoch: [6][160/500], Time: 1.08, Data: 0.04, lr_encoder: 0.015143, lr_decoder: 0.015143, Accuracy: 98.60, IOU: 0.027080 Loss: 0.036982
Epoch: [6][180/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015106, lr_decoder: 0.015106, Accuracy: 98.55, IOU: 0.027553 Loss: 0.038465
Epoch: [6][200/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015069, lr_decoder: 0.015069, Accuracy: 98.45, IOU: 0.027015 Loss: 0.041239
Epoch: [6][220/500], Time: 1.07, Data: 0.04, lr_encoder: 0.015031, lr_decoder: 0.015031, Accuracy: 98.43, IOU: 0.026725 Loss: 0.041020
Epoch: [6][240/500], Time: 1.07, Data: 0.04, lr_encoder: 0.014994, lr_decoder: 0.014994, Accuracy: 98.44, IOU: 0.027216 Loss: 0.040537
Epoch: [6][260/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014957, lr_decoder: 0.014957, Accuracy: 98.45, IOU: 0.026539 Loss: 0.040028
Epoch: [6][280/500], Time: 1.07, Data: 0.04, lr_encoder: 0.014920, lr_decoder: 0.014920, Accuracy: 98.45, IOU: 0.026498 Loss: 0.042025
Epoch: [6][300/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014883, lr_decoder: 0.014883, Accuracy: 98.44, IOU: 0.026170 Loss: 0.042286
Epoch: [6][320/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014846, lr_decoder: 0.014846, Accuracy: 98.43, IOU: 0.026232 Loss: 0.042059
Epoch: [6][340/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014808, lr_decoder: 0.014808, Accuracy: 98.44, IOU: 0.025882 Loss: 0.042033
Epoch: [6][360/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014771, lr_decoder: 0.014771, Accuracy: 98.42, IOU: 0.025548 Loss: 0.041765
Epoch: [6][380/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014734, lr_decoder: 0.014734, Accuracy: 98.44, IOU: 0.026432 Loss: 0.041636
Epoch: [6][400/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014697, lr_decoder: 0.014697, Accuracy: 98.44, IOU: 0.026302 Loss: 0.041459
Epoch: [6][420/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014659, lr_decoder: 0.014659, Accuracy: 98.44, IOU: 0.026474 Loss: 0.041160
Epoch: [6][440/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014622, lr_decoder: 0.014622, Accuracy: 98.45, IOU: 0.026358 Loss: 0.041520
Epoch: [6][460/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014585, lr_decoder: 0.014585, Accuracy: 98.45, IOU: 0.026336 Loss: 0.041172
Epoch: [6][480/500], Time: 1.08, Data: 0.04, lr_encoder: 0.014548, lr_decoder: 0.014548, Accuracy: 98.45, IOU: 0.026760 Loss: 0.040965
Saving checkpoints...
Epoch: [7][0/500], Time: 0.89, Data: 0.00, lr_encoder: 0.014510, lr_decoder: 0.014510, Accuracy: 98.02, IOU: 0.082616 Loss: 0.024732
